numero,descricao,situacao,estado_conservacao,campus.nome,valor_inicial,valor_liquido_contabil
213680,"COMPUTADOR BRONE, PROCESSADOR INTEL CORE, 17-7700K/BGBDDR4/1TB/GRA/MONITOR 21,5""/WIN10PRO.",pendente,,,3397.4,3397.4
213681,"COMPUTADOR BRONE, PROCESSADOR INTEL CORE, 17-7700K/BGBDDR4/1TB/GRA/MONITOR 21,5""/WIN10PRO.",pendente,,,3397.4,3397.4
213682,Agitador Mecânico digital 20/25 litros para laboratório bivolt,ativo,bom,CAMPUS CAMPINA GRANDE,2670.0,2529.86
213692,Betoneira MB-150L 220v,pendente,,,1411.97,1411.97
213695,Balcão de Atendimento 1200x700x1100mm marca Fortline,pendente,,,1071.0,1071.0
213696,Gaveteiro volante com 4 gavetas 400x470x617mm marca Fortline,pendente,,,720.0,720.0
213697,Gaveteiro volante com 4 gavetas 400x470x617mm marca Fortline,pendente,,,720.0,720.0
213698,Gaveteiro volante com 4 gavetas 400x470x617mm marca Fortline,pendente,,,720.0,720.0
213699,Gaveteiro volante com 4 gavetas 400x470x617mm marca Fortline,pendente,,,720.0,720.0
213700,Armário baixo com 2 portas 800x500x740mm marca Fortline,pendente,,,935.0,935.0
213701,Armário baixo com 2 portas 800x500x740mm marca Fortline,pendente,,,935.0,935.0
213702,Armário baixo com 2 portas 800x500x740mm marca Fortline,pendente,,,935.0,935.0
213703,Armário baixo com 2 portas 800x500x740mm marca Fortline,pendente,,,935.0,935.0
213704,Carteira universitária com prancheta,pendente,,,300.0,300.0
213705,Carteira universitária com prancheta,pendente,,,300.0,300.0
213706,Carteira universitária com prancheta,pendente,,,300.0,300.0
213707,Carteira universitária com prancheta,pendente,,,300.0,300.0
213708,Carteira universitária com prancheta,pendente,,,300.0,300.0
213709,Carteira universitária com prancheta,pendente,,,300.0,300.0
213710,Carteira universitária com prancheta,pendente,,,300.0,300.0
213711,Carteira universitária com prancheta,pendente,,,300.0,300.0
213712,Carteira universitária com prancheta,pendente,,,300.0,300.0
213713,Carteira universitária com prancheta,pendente,,,300.0,300.0
213714,Carteira universitária com prancheta,pendente,,,300.0,300.0
213715,Carteira universitária com prancheta,pendente,,,300.0,300.0
213716,Carteira universitária com prancheta,pendente,,,300.0,300.0
213717,Carteira universitária com prancheta,pendente,,,300.0,300.0
213718,Carteira universitária com prancheta,pendente,,,300.0,300.0
213719,Carteira universitária com prancheta,pendente,,,300.0,300.0
213720,Carteira universitária com prancheta,pendente,,,300.0,300.0
213721,Carteira universitária com prancheta,pendente,,,300.0,300.0
213722,Carteira universitária com prancheta,pendente,,,300.0,300.0
213723,Carteira universitária com prancheta,pendente,,,300.0,300.0
213724,Carteira universitária com prancheta,pendente,,,300.0,300.0
213725,Carteira universitária com prancheta,pendente,,,300.0,300.0
213726,Carteira universitária com prancheta,pendente,,,300.0,300.0
213727,Carteira universitária com prancheta,pendente,,,300.0,300.0
213728,Carteira universitária com prancheta,pendente,,,300.0,300.0
213729,Carteira universitária com prancheta,pendente,,,300.0,300.0
213730,Carteira universitária com prancheta,pendente,,,300.0,300.0
213731,Carteira universitária com prancheta,pendente,,,300.0,300.0
213732,Carteira universitária com prancheta,pendente,,,300.0,300.0
213733,Carteira universitária com prancheta,pendente,,,300.0,300.0
213734,Carteira universitária com prancheta,pendente,,,300.0,300.0
213735,Carteira universitária com prancheta,pendente,,,300.0,300.0
213736,Carteira universitária com prancheta,pendente,,,300.0,300.0
213737,Carteira universitária com prancheta,pendente,,,300.0,300.0
213738,Carteira universitária com prancheta,pendente,,,300.0,300.0
213739,Carteira universitária com prancheta,pendente,,,300.0,300.0
213740,Carteira universitária com prancheta,pendente,,,300.0,300.0
213741,Carteira universitária com prancheta,pendente,,,300.0,300.0
213742,Carteira universitária com prancheta,pendente,,,300.0,300.0
213743,Carteira universitária com prancheta,pendente,,,300.0,300.0
213744,Carteira universitária com prancheta,pendente,,,300.0,300.0
213745,Carteira universitária com prancheta,pendente,,,300.0,300.0
213746,Carteira universitária com prancheta,pendente,,,300.0,300.0
213747,Carteira universitária com prancheta,pendente,,,300.0,300.0
213748,Carteira universitária com prancheta,pendente,,,300.0,300.0
213749,Carteira universitária com prancheta,pendente,,,300.0,300.0
213750,Carteira universitária com prancheta,pendente,,,300.0,300.0
213751,Carteira universitária com prancheta,pendente,,,300.0,300.0
213752,Carteira universitária com prancheta,pendente,,,300.0,300.0
213753,Carteira universitária com prancheta,pendente,,,300.0,300.0
213754,Carteira universitária com prancheta,pendente,,,300.0,300.0
213755,Carteira universitária com prancheta,pendente,,,300.0,300.0
213756,Carteira universitária com prancheta,pendente,,,300.0,300.0
213757,Carteira universitária com prancheta,pendente,,,300.0,300.0
213758,Carteira universitária com prancheta,pendente,,,300.0,300.0
213759,Carteira universitária com prancheta,pendente,,,300.0,300.0
213760,Carteira universitária com prancheta,pendente,,,300.0,300.0
213761,Carteira universitária com prancheta,pendente,,,300.0,300.0
213762,Carteira universitária com prancheta,pendente,,,300.0,300.0
213763,Carteira universitária com prancheta,pendente,,,300.0,300.0
213764,Carteira universitária com prancheta,pendente,,,300.0,300.0
213765,Carteira universitária com prancheta,pendente,,,300.0,300.0
213766,Carteira universitária com prancheta,pendente,,,300.0,300.0
213767,Carteira universitária com prancheta,pendente,,,300.0,300.0
213768,Carteira universitária com prancheta,pendente,,,300.0,300.0
213769,Carteira universitária com prancheta,pendente,,,300.0,300.0
213770,Carteira universitária com prancheta,pendente,,,300.0,300.0
213771,Carteira universitária com prancheta,pendente,,,300.0,300.0
213772,Carteira universitária com prancheta,pendente,,,300.0,300.0
213773,Carteira universitária com prancheta,pendente,,,300.0,300.0
213774,Carteira universitária com prancheta,pendente,,,300.0,300.0
213775,Carteira universitária com prancheta,pendente,,,300.0,300.0
213776,Carteira universitária com prancheta,pendente,,,300.0,300.0
213777,Carteira universitária com prancheta,pendente,,,300.0,300.0
213778,Carteira universitária com prancheta,pendente,,,300.0,300.0
213779,Carteira universitária com prancheta,pendente,,,300.0,300.0
213780,Carteira universitária com prancheta,pendente,,,300.0,300.0
213781,Carteira universitária com prancheta,pendente,,,300.0,300.0
213782,Carteira universitária com prancheta,pendente,,,300.0,300.0
213783,Carteira universitária com prancheta,pendente,,,300.0,300.0
213784,Carteira universitária com prancheta,pendente,,,300.0,300.0
213785,Carteira universitária com prancheta,pendente,,,300.0,300.0
213786,Carteira universitária com prancheta,pendente,,,300.0,300.0
213787,Carteira universitária com prancheta,pendente,,,300.0,300.0
213788,Carteira universitária com prancheta,pendente,,,300.0,300.0
213789,Carteira universitária com prancheta,pendente,,,300.0,300.0
213790,Carteira universitária com prancheta,pendente,,,300.0,300.0
213791,Carteira universitária com prancheta,pendente,,,300.0,300.0
213792,Carteira universitária com prancheta,pendente,,,300.0,300.0
213793,Carteira universitária com prancheta,pendente,,,300.0,300.0
213794,Carteira universitária com prancheta,pendente,,,300.0,300.0
213795,Carteira universitária com prancheta,pendente,,,300.0,300.0
213796,Carteira universitária com prancheta,pendente,,,300.0,300.0
213797,Carteira universitária com prancheta,pendente,,,300.0,300.0
213798,Carteira universitária com prancheta,pendente,,,300.0,300.0
213799,Carteira universitária com prancheta,pendente,,,300.0,300.0
213800,Carteira universitária com prancheta,pendente,,,300.0,300.0
213801,Carteira universitária com prancheta,pendente,,,300.0,300.0
213802,Carteira universitária com prancheta,pendente,,,300.0,300.0
213803,Carteira universitária com prancheta,pendente,,,300.0,300.0
213804,Carteira universitária com prancheta,pendente,,,300.0,300.0
213805,Carteira universitária com prancheta,pendente,,,300.0,300.0
213806,Carteira universitária com prancheta,pendente,,,300.0,300.0
213807,Carteira universitária com prancheta,pendente,,,300.0,300.0
213808,Carteira universitária com prancheta,pendente,,,300.0,300.0
213809,Carteira universitária com prancheta,pendente,,,300.0,300.0
213810,Carteira universitária com prancheta,pendente,,,300.0,300.0
213811,Carteira universitária com prancheta,pendente,,,300.0,300.0
213812,Carteira universitária com prancheta,pendente,,,300.0,300.0
213813,Carteira universitária com prancheta,pendente,,,300.0,300.0
213814,Carteira universitária com prancheta,pendente,,,300.0,300.0
213815,Carteira universitária com prancheta,pendente,,,300.0,300.0
213816,Carteira universitária com prancheta,pendente,,,300.0,300.0
213817,Carteira universitária com prancheta,pendente,,,300.0,300.0
213818,Carteira universitária com prancheta,pendente,,,300.0,300.0
213819,Carteira universitária com prancheta,pendente,,,300.0,300.0
213820,Carteira universitária com prancheta,pendente,,,300.0,300.0
213821,Carteira universitária com prancheta,pendente,,,300.0,300.0
213822,Carteira universitária com prancheta,pendente,,,300.0,300.0
213823,Carteira universitária com prancheta,pendente,,,300.0,300.0
213824,Carteira universitária com prancheta,pendente,,,300.0,300.0
213825,Carteira universitária com prancheta,pendente,,,300.0,300.0
213826,Carteira universitária com prancheta,pendente,,,300.0,300.0
213827,Carteira universitária com prancheta,pendente,,,300.0,300.0
213828,Carteira universitária com prancheta,pendente,,,300.0,300.0
213829,Carteira universitária com prancheta,pendente,,,300.0,300.0
213830,Carteira universitária com prancheta,pendente,,,300.0,300.0
213831,Carteira universitária com prancheta,pendente,,,300.0,300.0
213832,Carteira universitária com prancheta,pendente,,,300.0,300.0
213833,Carteira universitária com prancheta,pendente,,,300.0,300.0
213834,Carteira universitária com prancheta,pendente,,,300.0,300.0
213835,Carteira universitária com prancheta,pendente,,,300.0,300.0
213836,Carteira universitária com prancheta,pendente,,,300.0,300.0
213837,Carteira universitária com prancheta,pendente,,,300.0,300.0
213838,Carteira universitária com prancheta,pendente,,,300.0,300.0
213839,Carteira universitária com prancheta,pendente,,,300.0,300.0
213840,Carteira universitária com prancheta,pendente,,,300.0,300.0
213841,Carteira universitária com prancheta,pendente,,,300.0,300.0
213842,Carteira universitária com prancheta,pendente,,,300.0,300.0
213843,Carteira universitária com prancheta,pendente,,,300.0,300.0
213844,Carteira universitária com prancheta,pendente,,,300.0,300.0
213845,Carteira universitária com prancheta,pendente,,,300.0,300.0
213846,Carteira universitária com prancheta,pendente,,,300.0,300.0
213847,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213848,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213849,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213850,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213851,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213852,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213853,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213854,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213855,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213856,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213857,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213858,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213859,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213860,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213861,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213862,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213863,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213864,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213865,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213866,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213867,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213868,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213869,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213870,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213871,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213872,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213873,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213874,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213875,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213876,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213877,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213878,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213879,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213880,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213881,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213882,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213883,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213884,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213885,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213886,Carteira universitária com prancheta,ativo,bom,CAMPUS ITAPORANGA,300.0,284.25
213887,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213888,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213889,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213890,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213891,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213892,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213893,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213894,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213895,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213896,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213897,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213898,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213899,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213900,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213901,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213902,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213903,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213904,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213905,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213906,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213907,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213908,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213909,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213910,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213911,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213912,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213913,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213914,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213915,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213916,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213917,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213918,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213919,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213920,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213921,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213922,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213923,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213924,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213925,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213926,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213927,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213928,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213929,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213930,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213931,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213932,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213933,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213934,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213935,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213936,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213937,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213938,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213939,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213940,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213941,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213942,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213943,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213944,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213945,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213946,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213947,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213948,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213949,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213950,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213951,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213952,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213953,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213954,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213955,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213956,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213957,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213958,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213959,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213960,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213961,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213962,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213963,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213964,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213965,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213966,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213967,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213968,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213969,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213970,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213971,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213972,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213973,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213974,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213975,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213976,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213977,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213978,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213979,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213980,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213981,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213982,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213983,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213984,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213985,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213986,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213987,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213988,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213989,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213990,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213991,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213992,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213993,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213994,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213995,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213996,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213997,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213998,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
213999,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214000,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214001,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214002,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214003,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214004,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214005,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214006,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214007,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214008,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214009,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214010,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214011,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214012,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214013,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214014,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214015,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214016,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214017,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214018,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214019,"Cadeira fixa sem braços, tampo tecido, filete tecido, base preto",pendente,,,454.0,454.0
214020,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214021,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214022,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214023,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214024,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214025,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214026,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214027,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214028,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214029,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214030,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214031,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214032,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214033,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214034,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
214035,Mesa de trabalho reta 1200x600x740mm marca Fortline,pendente,,,576.0,576.0
